HJD UT_Date Camera FWHM Limit mag mag_err flux(mJy) flux_err Filter
2458864.69920 2020-01-16.1991006 bG 1.54 15.473 13.133 0.025 20.266 0.472 g
2458864.70047 2020-01-16.2003702 bG 1.51 15.703 13.149 0.021 19.958 0.383 g
2458865.42226 2020-01-16.9221951 bo 1.45 15.346 13.059 0.027 21.689 0.531 g
2458865.42347 2020-01-16.9234103 bo 1.46 15.289 13.113 0.030 20.654 0.559 g
2458865.42468 2020-01-16.9246189 bo 1.47 15.459 13.021 0.023 22.470 0.481 g
2458866.68341 2020-01-18.1834209 bk 1.53 14.099 12.748 0.069 28.900 1.837 g
2458866.68464 2020-01-18.1846457 bk 1.59 13.264 11.750 0.063 72.427 4.165 g
2458866.68586 2020-01-18.1858638 bk 1.56 13.438 11.282 0.040 111.551 4.047 g
2458867.69548 2020-01-19.1955343 bG 1.77 14.875 12.987 0.041 23.184 0.865 g
2458867.69675 2020-01-19.1968111 bG 1.79 15.259 12.815 0.023 27.178 0.578 g
2458868.67934 2020-01-20.1794436 bk 1.44 15.560 13.358 0.029 16.472 0.437 g
2458868.68056 2020-01-20.1806641 bk 1.43 15.551 13.384 0.030 16.092 0.439 g
2458868.68177 2020-01-20.1818789 bk 1.43 15.544 13.343 0.029 16.707 0.442 g
2458869.67510 2020-01-21.1752614 bk 1.44 15.490 13.379 0.031 16.169 0.464 g
2458869.67632 2020-01-21.1764853 bk 1.42 15.590 13.358 0.028 16.464 0.424 g
2458869.67755 2020-01-21.1777126 bk 1.43 15.686 13.379 0.026 16.153 0.389 g
2458870.68706 2020-01-22.1872751 bG 1.41 15.502 13.195 0.026 19.153 0.459 g
2458870.68834 2020-01-22.1885637 bG 1.41 15.558 13.252 0.026 18.162 0.437 g
2458875.66712 2020-01-27.1676038 bG 1.43 15.545 13.262 0.027 18.006 0.443 g
2458875.66841 2020-01-27.1688878 bG 1.43 15.570 13.116 0.023 20.580 0.433 g
2458875.66971 2020-01-27.1701936 bG 1.43 15.665 13.180 0.022 19.410 0.398 g
2458876.65340 2020-01-28.1539236 bk 1.42 14.740 13.178 0.053 19.458 0.942 g
2458876.65462 2020-01-28.1551465 bk 1.42 14.488 13.119 0.063 20.541 1.177 g
2458876.65584 2020-01-28.1563716 bk 1.42 14.222 12.866 0.064 25.930 1.501 g
2458877.65847 2020-01-29.1590563 bG 1.44 15.580 13.190 0.024 19.242 0.428 g
2458877.65974 2020-01-29.1603329 bG 1.48 15.503 13.214 0.027 18.804 0.459 g
2458877.66102 2020-01-29.1616071 bG 1.42 15.503 13.180 0.026 19.404 0.460 g
2458878.65012 2020-01-30.1507611 bk 1.41 15.610 13.408 0.029 15.738 0.416 g
2458878.65134 2020-01-30.1519795 bk 1.40 15.477 13.301 0.030 17.351 0.470 g
2458879.64460 2020-01-31.1452934 bk 1.48 15.588 13.278 0.026 17.738 0.425 g
2458879.64705 2020-01-31.1477372 bk 1.48 15.613 13.350 0.027 16.594 0.415 g
2458880.64989 2020-02-01.1506340 bG 1.40 15.566 13.229 0.026 18.551 0.434 g
2458880.65117 2020-02-01.1519109 bG 1.38 15.578 13.311 0.027 17.202 0.429 g
2458880.65246 2020-02-01.1531986 bG 1.42 15.579 13.190 0.024 19.246 0.429 g
2458881.63918 2020-02-02.1399716 bk 1.40 15.590 13.390 0.029 15.985 0.425 g
2458881.64041 2020-02-02.1411969 bk 1.41 15.414 13.300 0.031 17.379 0.498 g
2458881.64162 2020-02-02.1424153 bk 1.45 15.534 13.316 0.029 17.129 0.446 g
2458882.64426 2020-02-03.1451047 bG 1.46 15.457 13.226 0.028 18.614 0.479 g
2458882.64555 2020-02-03.1463953 bG 1.44 15.508 13.224 0.027 18.629 0.458 g
2458882.64683 2020-02-03.1476746 bG 1.47 15.602 13.212 0.024 18.837 0.419 g
2458883.63449 2020-02-04.1353832 bk 1.51 15.470 13.329 0.031 16.925 0.473 g
2458883.63572 2020-02-04.1366108 bk 1.41 15.564 13.281 0.027 17.678 0.435 g
2458883.63694 2020-02-04.1378314 bk 1.52 15.521 13.236 0.027 18.439 0.452 g
2458884.63016 2020-02-05.1311065 bk 1.44 15.481 13.344 0.031 16.682 0.469 g
2458884.63139 2020-02-05.1323343 bk 1.48 15.379 13.334 0.033 16.833 0.513 g
2458884.63262 2020-02-05.1335646 bk 1.47 15.378 13.379 0.035 16.154 0.516 g
2458885.63421 2020-02-06.1352021 bG 1.45 15.415 13.267 0.030 17.915 0.498 g
2458885.63549 2020-02-06.1364807 bG 1.43 15.387 13.320 0.033 17.062 0.511 g
2458886.62501 2020-02-07.1260568 bk 1.54 15.199 13.355 0.040 16.527 0.607 g
2458886.62624 2020-02-07.1272809 bk 1.58 15.316 13.342 0.036 16.715 0.545 g
2458886.62748 2020-02-07.1285271 bk 1.52 15.423 13.309 0.031 17.229 0.495 g
2458887.62900 2020-02-08.1300949 bG 1.43 15.164 13.348 0.041 16.635 0.626 g
2458887.63027 2020-02-08.1313657 bG 1.44 15.610 13.279 0.026 17.719 0.417 g
2458887.63155 2020-02-08.1326430 bG 1.48 15.356 13.240 0.031 18.376 0.526 g
2458888.62005 2020-02-09.1211901 bk 1.52 15.148 13.380 0.043 16.141 0.635 g
2458888.62127 2020-02-09.1224120 bk 1.53 15.339 13.447 0.039 15.175 0.535 g
2458888.62250 2020-02-09.1236503 bk 1.66 15.330 13.342 0.035 16.729 0.539 g
2458889.62366 2020-02-10.1248590 bG 1.47 15.404 13.263 0.031 17.978 0.503 g
2458889.62494 2020-02-10.1261359 bG 1.49 15.282 13.276 0.035 17.771 0.562 g
2458889.62621 2020-02-10.1274151 bG 1.49 15.336 13.199 0.031 19.069 0.536 g
2458890.61485 2020-02-11.1160881 bk 1.48 15.338 13.344 0.035 16.693 0.534 g
2458890.61607 2020-02-11.1173123 bk 1.47 15.397 13.295 0.032 17.457 0.506 g
2458890.61730 2020-02-11.1185344 bk 1.49 15.323 13.314 0.035 17.163 0.542 g
2458891.61029 2020-02-12.1115826 bk 1.41 15.297 13.319 0.036 17.075 0.555 g
2458891.61152 2020-02-12.1128127 bk 1.43 15.443 13.280 0.030 17.697 0.485 g
2458891.61275 2020-02-12.1140417 bk 1.42 15.445 13.308 0.031 17.248 0.485 g
2458893.60150 2020-02-14.1028909 bk 1.45 15.654 13.334 0.026 16.851 0.401 g
2458893.60273 2020-02-14.1041197 bk 1.43 15.541 13.369 0.030 16.315 0.443 g
2458893.60396 2020-02-14.1053445 bk 1.47 15.486 13.344 0.031 16.691 0.467 g
2458894.60113 2020-02-15.1025604 bk 1.42 15.522 13.296 0.028 17.439 0.452 g
2458894.60235 2020-02-15.1037820 bk 1.47 15.526 13.291 0.028 17.518 0.449 g
2458894.60359 2020-02-15.1050167 bk 1.43 15.479 13.349 0.031 16.618 0.469 g
2458897.59138 2020-02-18.0929490 bk 1.49 15.802 13.193 0.020 19.176 0.350 g
2458897.59261 2020-02-18.0941805 bk 1.47 15.510 13.347 0.030 16.644 0.456 g
2458897.59384 2020-02-18.0954104 bk 1.48 15.563 13.239 0.026 18.393 0.435 g
2458898.59881 2020-02-19.1004295 bk 1.47 15.531 13.307 0.028 17.275 0.448 g
2458898.60003 2020-02-19.1016490 bk 1.46 15.504 13.346 0.030 16.669 0.459 g
2458898.60125 2020-02-19.1028651 bk 1.45 15.568 13.268 0.026 17.904 0.433 g
2458901.34033 2020-02-21.8420665 bo 1.64 15.316 12.925 0.024 24.555 0.550 g
2458901.34154 2020-02-21.8432743 bo 1.66 15.388 12.930 0.023 24.437 0.516 g
2458901.34276 2020-02-21.8444949 bo 1.58 15.359 12.970 0.024 23.554 0.529 g
2458903.51363 2020-02-24.0495788 bG 1.43 15.685 13.185 0.022 19.331 0.389 g
2458903.51363 2020-02-24.0508432 bG 1.46 15.653 13.152 0.022 19.901 0.401 g
2458903.51363 2020-02-24.0483149 bG 1.44 15.567 13.224 0.025 18.631 0.433 g
2458905.26281 2020-02-25.7647212 bo 1.49 15.361 12.981 0.025 23.306 0.525 g
2458905.26403 2020-02-25.7659361 bo 1.55 15.289 12.968 0.026 23.600 0.561 g
2458905.26525 2020-02-25.7671543 bo 1.54 15.351 12.947 0.024 24.061 0.532 g
2458906.57954 2020-02-27.0815034 bG 1.45 15.624 13.191 0.023 19.211 0.412 g
2458906.58081 2020-02-27.0827818 bG 1.43 15.524 13.215 0.026 18.793 0.451 g
2458906.58210 2020-02-27.0840613 bG 1.42 15.609 13.256 0.025 18.098 0.417 g
2458907.57216 2020-02-28.0741652 bG 1.42 15.627 13.242 0.024 18.344 0.410 g
2458907.57345 2020-02-28.0754535 bG 1.41 15.627 13.293 0.026 17.501 0.410 g
2458907.57473 2020-02-28.0767252 bG 1.44 15.667 13.267 0.024 17.922 0.395 g
2458908.52637 2020-02-29.0284096 bk 1.44 15.524 13.355 0.030 16.528 0.451 g
2458908.52759 2020-02-29.0296302 bk 1.42 15.748 13.304 0.023 17.309 0.367 g
2458908.52880 2020-02-29.0308422 bk 1.43 15.477 13.360 0.031 16.437 0.470 g
2458909.52204 2020-03-01.0241259 bk 1.59 15.350 13.362 0.035 16.413 0.528 g
2458909.52327 2020-03-01.0253438 bk 1.48 15.675 13.336 0.026 16.800 0.392 g
2458909.52450 2020-03-01.0265737 bk 1.57 15.429 13.391 0.034 15.984 0.492 g
2458910.53149 2020-03-02.0336069 bk 1.43 15.475 13.375 0.032 16.219 0.471 g
2458910.53272 2020-03-02.0348339 bk 1.47 15.462 13.360 0.032 16.447 0.477 g
2458910.53393 2020-03-02.0360491 bk 1.44 15.499 13.332 0.030 16.874 0.461 g
2458912.53494 2020-03-04.0371409 bG 1.46 15.545 13.152 0.024 19.906 0.444 g
2458912.53622 2020-03-04.0384101 bG 1.45 15.600 13.278 0.026 17.731 0.420 g
2458912.53750 2020-03-04.0396918 bG 1.39 15.833 13.171 0.019 19.578 0.340 g
2458913.55860 2020-03-05.0608342 bk 1.48 15.330 13.412 0.038 15.673 0.539 g
2458913.55982 2020-03-05.0620476 bk 1.47 15.423 13.374 0.033 16.238 0.494 g
2458913.56104 2020-03-05.0632667 bk 1.46 15.491 13.343 0.030 16.698 0.465 g
2458920.49288 2020-03-11.9953453 bk 2.27 15.149 13.223 0.037 18.663 0.641 g
2458920.49412 2020-03-11.9965783 bk 2.24 15.105 13.167 0.037 19.633 0.667 g
2458920.49533 2020-03-11.9977966 bk 2.21 15.275 13.169 0.032 19.610 0.571 g
2458922.26788 2020-03-13.7703935 bo 1.45 15.319 12.991 0.026 23.099 0.546 g
#2458922.26909 2020-03-13.7716116 bo 1.41 99.990 99.990 99.990 99.990 99.990 g
2458922.27032 2020-03-13.7728343 bo 1.44 15.324 12.891 0.023 25.337 0.544 g
2458923.53304 2020-03-15.0356037 bG 1.41 15.579 13.173 0.024 19.531 0.428 g
2458923.53431 2020-03-15.0368704 bG 1.40 15.559 13.166 0.024 19.673 0.436 g
2458923.53559 2020-03-15.0381456 bG 1.42 15.574 13.188 0.024 19.274 0.431 g
2458924.50812 2020-03-16.0107067 bk 2.04 15.400 13.103 0.027 20.823 0.509 g
2458924.50934 2020-03-16.0119263 bk 2.06 15.453 13.131 0.026 20.302 0.485 g
2458924.51057 2020-03-16.0131564 bk 2.01 15.518 13.185 0.026 19.322 0.456 g
2458925.52338 2020-03-17.0259936 bG 1.68 15.509 13.239 0.027 18.378 0.456 g
2458925.52466 2020-03-17.0272716 bG 1.66 15.664 13.177 0.022 19.469 0.396 g
2458925.52594 2020-03-17.0285493 bG 1.65 15.416 13.266 0.030 17.926 0.497 g
2458930.25650 2020-03-21.7592303 bo 1.51 15.319 12.976 0.025 23.425 0.544 g
2458930.25771 2020-03-21.7604465 bo 1.49 15.330 12.944 0.024 24.107 0.540 g
2458930.25892 2020-03-21.7616567 bo 1.49 15.451 12.935 0.022 24.313 0.484 g
2458932.25458 2020-03-23.7573549 bo 1.46 15.159 12.910 0.028 24.890 0.633 g
2458932.25580 2020-03-23.7585782 bo 1.49 14.931 12.905 0.034 24.992 0.779 g
2458932.25703 2020-03-23.7598049 bo 1.47 14.781 12.867 0.038 25.895 0.897 g
2459005.68648 2020-06-05.1885745 bo 1.54 14.996 12.835 0.030 26.661 0.734 g
2459005.68771 2020-06-05.1898032 bo 1.63 14.983 12.859 0.031 26.104 0.741 g
2459005.68893 2020-06-05.1910202 bo 1.54 14.980 12.816 0.030 27.150 0.745 g
2459009.67180 2020-06-09.1737408 bo 1.54 15.075 12.887 0.029 25.426 0.682 g
2459009.67302 2020-06-09.1749615 bo 1.43 14.880 12.961 0.039 23.748 0.831 g
2459009.67424 2020-06-09.1761817 bo 1.59 14.577 12.832 0.046 26.760 1.119 g
2459016.66086 2020-06-16.1625123 bo 1.52 15.124 12.814 0.026 27.197 0.651 g
2459016.66207 2020-06-16.1637284 bo 1.47 15.150 12.844 0.026 26.460 0.636 g
2459016.66329 2020-06-16.1649409 bo 1.52 15.157 12.760 0.024 28.578 0.632 g
2459020.65330 2020-06-20.1547682 bo 1.59 15.168 12.836 0.026 26.627 0.626 g
2459022.66549 2020-06-22.1668648 bo 1.54 15.290 12.798 0.022 27.587 0.562 g
2459022.66671 2020-06-22.1680832 bo 1.54 15.366 12.823 0.021 26.962 0.524 g
2459022.66793 2020-06-22.1693040 bo 1.57 15.183 12.843 0.026 26.486 0.619 g
2459025.64768 2020-06-25.1489208 bo 1.57 15.115 12.875 0.028 25.720 0.656 g
#2459025.64904 2020-06-25.1502842 bo 1.54 99.990 99.990 99.990 99.990 99.990 g
2459025.65026 2020-06-25.1515033 bo 1.55 15.138 12.835 0.026 26.672 0.643 g
2459036.61801 2020-07-06.1187076 bo 1.47 15.020 12.785 0.028 27.919 0.718 g
2459036.61923 2020-07-06.1199256 bo 1.52 15.133 12.795 0.026 27.691 0.647 g
2459036.62044 2020-07-06.1211416 bo 1.53 14.960 12.813 0.030 27.213 0.758 g
2459047.58910 2020-07-17.0892349 bo 1.57 15.242 12.857 0.025 26.124 0.584 g
2459047.59039 2020-07-17.0905253 bo 1.49 15.211 12.720 0.022 29.648 0.603 g
#2459048.60099 2020-07-18.1010777 bo 1.54 99.990 99.990 99.990 99.990 99.990 g
#2459048.60257 2020-07-18.1026488 bo 1.52 99.990 99.990 99.990 99.990 99.990 g
#2459048.60382 2020-07-18.1039020 bo 1.57 99.990 99.990 99.990 99.990 99.990 g
2459049.58907 2020-07-19.0891054 bo 1.51 15.173 12.820 0.025 27.043 0.624 g
2459049.59044 2020-07-19.0904748 bo 1.59 15.215 12.853 0.025 26.247 0.600 g
2459049.59171 2020-07-19.0917413 bo 1.58 15.046 12.794 0.028 27.695 0.699 g
2459051.58753 2020-07-21.0874591 bo 1.48 15.202 12.793 0.024 27.731 0.607 g
2459051.58884 2020-07-21.0887678 bo 1.51 15.252 12.847 0.024 26.373 0.579 g
2459051.59015 2020-07-21.0900773 bo 1.50 15.335 12.794 0.021 27.690 0.538 g
2459054.57989 2020-07-24.0796724 bo 1.47 15.122 12.799 0.026 27.583 0.653 g
2459054.58111 2020-07-24.0808873 bo 1.52 15.196 12.846 0.025 26.397 0.611 g
2459054.58233 2020-07-24.0821106 bo 1.49 15.168 12.791 0.025 27.795 0.626 g
2459058.55947 2020-07-28.0590418 bo 1.51 15.097 12.843 0.028 26.468 0.668 g
2459058.56069 2020-07-28.0602592 bo 1.54 15.195 12.858 0.026 26.117 0.611 g
2459058.56191 2020-07-28.0614822 bo 1.52 15.109 12.859 0.028 26.075 0.661 g
2459060.56308 2020-07-30.0625513 bo 1.44 15.181 12.827 0.025 26.867 0.618 g
2459060.56430 2020-07-30.0637730 bo 1.46 15.101 12.841 0.027 26.506 0.667 g
2459060.56551 2020-07-30.0649796 bo 1.42 15.226 12.791 0.023 27.776 0.595 g
2459061.62478 2020-07-31.1241930 bo 1.45 15.242 12.810 0.023 27.278 0.587 g
2459061.62600 2020-07-31.1254195 bo 1.46 15.119 12.768 0.025 28.349 0.655 g
2459061.62722 2020-07-31.1266365 bo 1.48 15.245 12.797 0.023 27.635 0.584 g
2459063.54654 2020-08-02.0458546 bo 1.60 14.879 12.800 0.032 27.548 0.815 g
2459072.51266 2020-08-11.0115402 bo 1.52 15.164 12.871 0.027 25.818 0.628 g
2459075.52464 2020-08-14.0233756 bo 1.50 15.232 12.852 0.025 26.258 0.591 g
2459075.52585 2020-08-14.0245884 bo 1.45 15.211 12.851 0.025 26.291 0.603 g
2459075.52708 2020-08-14.0258078 bo 1.46 15.197 12.875 0.026 25.703 0.610 g
2459078.50417 2020-08-17.0027596 bo 1.46 14.853 12.531 0.026 35.293 0.837 g
2459078.50537 2020-08-17.0039686 bo 1.41 14.819 11.535 0.011 88.360 0.894 g
2459078.50661 2020-08-17.0052054 bo 1.46 14.674 11.754 0.015 72.178 1.004 g
#2459081.51152 2020-08-20.0099760 bo 1.49 99.990 99.990 99.990 99.990 99.990 g
#2459081.51273 2020-08-20.0111921 bo 1.45 99.990 99.990 99.990 99.990 99.990 g
#2459081.51396 2020-08-20.0124231 bo 1.46 99.990 99.990 99.990 99.990 99.990 g
2459083.49855 2020-08-21.9969280 bo 1.47 15.069 12.845 0.028 26.417 0.686 g
2459083.49982 2020-08-21.9981894 bo 1.47 15.260 12.857 0.024 26.131 0.575 g
2459083.50104 2020-08-21.9994126 bo 1.50 15.165 12.860 0.026 26.078 0.627 g
2459092.63468 2020-08-31.1326741 bo 1.44 15.114 12.867 0.028 25.897 0.656 g
2459092.63590 2020-08-31.1338995 bo 1.45 15.199 12.832 0.025 26.743 0.611 g
2459092.63712 2020-08-31.1351179 bo 1.48 15.129 12.800 0.026 27.545 0.651 g
2459096.46494 2020-09-03.9627976 bo 1.48 15.082 12.867 0.029 25.903 0.677 g
2459096.46628 2020-09-03.9641369 bo 1.61 15.021 12.794 0.028 27.713 0.716 g
2459096.46754 2020-09-03.9653854 bo 1.61 15.075 12.808 0.027 27.348 0.682 g
2459100.51125 2020-09-08.0089659 bo 1.48 15.133 12.842 0.027 26.520 0.647 g
2459100.51248 2020-09-08.0101960 bo 1.50 15.142 12.832 0.026 26.749 0.643 g
2459100.51370 2020-09-08.0114119 bo 1.42 15.281 12.806 0.023 27.395 0.566 g
2459103.41837 2020-09-10.9159835 bo 2.13 14.964 12.665 0.026 31.189 0.755 g
2459103.41959 2020-09-10.9172001 bo 2.33 14.878 12.444 0.023 38.233 0.829 g
#2459103.42081 2020-09-10.9184160 bo 2.33 99.990 99.990 99.990 99.990 99.990 g
2459108.54267 2020-09-16.0401269 bo 1.54 15.019 12.684 0.026 30.637 0.717 g
2459108.54388 2020-09-16.0413392 bo 1.54 15.023 12.733 0.027 29.310 0.714 g
2459108.54511 2020-09-16.0425609 bo 1.57 15.119 12.752 0.025 28.802 0.654 g
2459111.42789 2020-09-18.9252613 bo 1.45 15.249 12.840 0.024 26.531 0.582 g
2459111.42911 2020-09-18.9264878 bo 1.48 15.093 12.935 0.030 24.319 0.671 g
2459111.43034 2020-09-18.9277097 bo 1.47 15.269 12.803 0.023 27.477 0.572 g
2459111.63236 2020-09-19.1297253 bo 1.49 15.145 12.802 0.025 27.490 0.641 g
2459111.63359 2020-09-19.1309565 bo 1.45 15.236 12.820 0.024 27.054 0.590 g
2459111.65598 2020-09-19.1533439 bo 1.40 14.938 12.837 0.032 26.604 0.773 g
2459114.47252 2020-09-21.9698129 bo 1.50 15.208 12.812 0.024 27.235 0.604 g
2459114.47373 2020-09-21.9710348 bo 1.52 15.089 12.857 0.028 26.143 0.673 g
2459114.47496 2020-09-21.9722582 bo 1.51 15.072 12.863 0.029 25.986 0.683 g
2459115.49795 2020-09-22.9952253 bo 1.47 15.128 12.885 0.028 25.463 0.650 g
2459115.49916 2020-09-22.9964366 bo 1.44 15.234 12.891 0.025 25.340 0.591 g
2459115.50038 2020-09-22.9976540 bo 1.46 15.274 12.836 0.023 26.667 0.571 g
2459116.45099 2020-09-23.9482393 bo 1.44 15.299 12.871 0.024 25.807 0.557 g
2459116.45220 2020-09-23.9494508 bo 1.43 15.096 12.866 0.028 25.918 0.668 g
2459116.45341 2020-09-23.9506671 bo 1.43 15.084 12.879 0.029 25.602 0.677 g
2459120.39348 2020-09-27.8906481 bo 1.46 15.217 12.916 0.026 24.749 0.599 g
2459120.39469 2020-09-27.8918631 bo 1.44 15.041 12.939 0.032 24.219 0.703 g
2459120.39591 2020-09-27.8930781 bo 1.46 15.341 12.890 0.023 25.349 0.537 g
2459122.38776 2020-09-29.8848922 bo 1.47 14.924 12.934 0.035 24.340 0.782 g
2459122.38897 2020-09-29.8861094 bo 1.43 15.155 12.892 0.027 25.310 0.636 g
2459122.39020 2020-09-29.8873405 bo 1.53 15.009 12.924 0.032 24.557 0.723 g
2459127.36417 2020-10-04.8612361 bo 1.44 15.099 12.859 0.028 26.080 0.668 g
2459127.36540 2020-10-04.8624598 bo 1.55 14.986 12.789 0.029 27.817 0.739 g
2459127.36660 2020-10-04.8636672 bo 1.50 15.118 12.907 0.029 24.953 0.656 g
2459128.43247 2020-10-05.9295129 bo 1.50 15.175 12.808 0.025 27.334 0.623 g
2459128.43369 2020-10-05.9307359 bo 1.49 15.202 12.815 0.024 27.155 0.610 g
2459128.43490 2020-10-05.9319506 bo 1.50 15.022 12.873 0.030 25.759 0.716 g
2459129.35343 2020-10-06.8504699 bo 1.53 15.219 12.873 0.025 25.758 0.597 g
2459129.35465 2020-10-06.8516870 bo 1.51 15.222 12.760 0.023 28.582 0.596 g
2459130.36746 2020-10-07.8644829 bo 1.43 15.213 12.812 0.024 27.231 0.600 g
2459130.36868 2020-10-07.8657105 bo 1.47 15.249 12.886 0.025 25.451 0.581 g
2459130.36989 2020-10-07.8669265 bo 1.44 15.238 12.765 0.023 28.439 0.588 g
2459142.46478 2020-10-19.9617452 bo 1.52 15.061 12.818 0.028 27.096 0.691 g
2459142.46621 2020-10-19.9631708 bo 1.48 15.126 12.761 0.025 28.543 0.650 g
2459142.46754 2020-10-19.9645026 bo 1.45 15.095 12.794 0.026 27.695 0.669 g
2459145.33028 2020-10-22.8272564 bo 1.51 12.489 9.770 0.020 448.901 8.335 g
2459145.33151 2020-10-22.8284876 bo 1.49 12.933 10.961 0.036 149.936 4.911 g
2459145.33273 2020-10-22.8297039 bo 1.46 13.220 11.136 0.032 127.531 3.782 g
2459146.55803 2020-10-24.0550078 bG 1.47 15.387 13.329 0.033 16.920 0.511 g
2459146.55931 2020-10-24.0562910 bG 1.45 15.677 13.284 0.024 17.632 0.393 g
2459146.56060 2020-10-24.0575783 bG 1.51 15.492 13.308 0.029 17.254 0.464 g
2459147.57967 2020-10-25.0766467 bk 1.57 15.380 13.403 0.036 15.812 0.513 g
2459147.58088 2020-10-25.0778682 bk 1.58 15.495 13.335 0.030 16.829 0.462 g
2459147.58211 2020-10-25.0790982 bk 1.63 15.554 13.236 0.026 18.435 0.439 g
2459148.55045 2020-10-26.0474319 bk 1.52 15.643 13.354 0.027 16.533 0.403 g
2459148.55167 2020-10-26.0486490 bk 1.54 15.532 13.379 0.030 16.165 0.447 g
2459148.55289 2020-10-26.0498789 bk 1.55 15.542 13.351 0.029 16.573 0.442 g
2459148.83830 2020-10-26.3352921 bk 1.40 15.594 13.314 0.027 17.155 0.423 g
2459148.83952 2020-10-26.3365125 bk 1.44 15.930 13.323 0.020 17.014 0.312 g
2459148.84075 2020-10-26.3377378 bk 1.45 15.623 13.287 0.026 17.585 0.412 g
2459149.61725 2020-10-27.1142412 bk 1.53 15.484 13.328 0.030 16.929 0.466 g
2459149.61847 2020-10-27.1154677 bk 1.51 15.442 13.329 0.031 16.922 0.486 g
2459149.61971 2020-10-27.1166974 bk 1.50 15.363 13.378 0.035 16.171 0.521 g
2459150.83935 2020-10-28.3363524 bk 1.62 15.465 13.329 0.031 16.918 0.477 g
2459150.84057 2020-10-28.3375752 bk 1.60 15.490 13.306 0.029 17.276 0.468 g
2459150.84179 2020-10-28.3387967 bk 1.65 15.385 13.313 0.033 17.185 0.514 g
2459151.84045 2020-10-29.3374615 bG 1.48 15.373 13.177 0.029 19.458 0.518 g
2459151.84175 2020-10-29.3387567 bG 1.43 15.379 13.177 0.029 19.464 0.516 g
2459151.84304 2020-10-29.3400488 bG 1.46 15.470 13.090 0.025 21.095 0.475 g
2459152.75721 2020-10-30.2542246 bG 1.47 15.468 13.238 0.028 18.397 0.476 g
2459152.75849 2020-10-30.2555128 bG 1.51 15.491 13.277 0.029 17.749 0.465 g
2459152.75978 2020-10-30.2567964 bG 1.47 15.450 13.230 0.028 18.537 0.482 g
2459153.65343 2020-10-31.1504531 bk 1.53 15.312 13.464 0.040 14.947 0.546 g
2459153.65464 2020-10-31.1516675 bk 1.50 15.512 13.481 0.034 14.711 0.456 g
2459153.65586 2020-10-31.1528833 bk 1.44 15.514 13.286 0.028 17.605 0.455 g
2459155.74274 2020-11-02.2397880 bG 1.49 15.301 13.277 0.034 17.747 0.552 g
2459155.74404 2020-11-02.2410858 bG 1.43 15.295 13.325 0.036 16.977 0.557 g
2459155.74533 2020-11-02.2423863 bG 1.42 15.457 13.314 0.031 17.158 0.480 g
2459156.68364 2020-11-03.1806949 bG 1.49 15.425 13.189 0.028 19.261 0.493 g
2459156.68492 2020-11-03.1819798 bG 1.52 15.420 13.312 0.032 17.188 0.496 g
2459156.68622 2020-11-03.1832810 bG 1.47 15.430 13.286 0.031 17.606 0.490 g
2459159.67594 2020-11-06.1730449 bk 1.48 15.682 13.393 0.027 15.947 0.390 g
2459159.67716 2020-11-06.1742688 bk 1.44 15.531 13.378 0.030 16.186 0.447 g
2459159.67838 2020-11-06.1754849 bk 1.47 15.569 13.413 0.030 15.662 0.432 g
2459163.30976 2020-11-09.8069296 bo 1.43 15.097 12.955 0.031 23.875 0.668 g
2459163.31100 2020-11-09.8081642 bo 1.48 15.109 12.912 0.029 24.837 0.660 g
2459163.31222 2020-11-09.8093906 bo 1.50 15.039 12.877 0.030 25.671 0.705 g
#2459163.78997 2020-11-10.2871467 bk 1.53 99.990 99.990 99.990 99.990 99.990 g
2459163.79120 2020-11-10.2883722 bk 1.57 15.525 13.400 0.031 15.849 0.449 g
#2459163.79241 2020-11-10.2895859 bk 1.51 99.990 99.990 99.990 99.990 99.990 g
2459164.85355 2020-11-11.3507428 bG 1.59 15.499 13.264 0.028 17.963 0.461 g
2459164.85482 2020-11-11.3520211 bG 1.57 15.678 13.176 0.022 19.492 0.391 g
2459164.85613 2020-11-11.3533303 bG 1.56 15.487 13.254 0.028 18.117 0.465 g
2459165.68160 2020-11-12.1788196 bG 1.44 15.544 13.162 0.025 19.744 0.443 g
#2459165.68289 2020-11-12.1801049 bG 1.40 99.990 99.990 99.990 99.990 99.990 g
#2459165.68417 2020-11-12.1813892 bG 1.45 99.990 99.990 99.990 99.990 99.990 g
2459165.71439 2020-11-12.2116078 bk 1.53 15.526 13.392 0.031 15.976 0.449 g
2459165.71561 2020-11-12.2128332 bk 1.44 15.911 13.276 0.019 17.765 0.316 g
#2459165.71685 2020-11-12.2140643 bk 1.45 99.990 99.990 99.990 99.990 99.990 g
2459166.45164 2020-11-12.9488738 bo 1.47 15.078 12.876 0.029 25.672 0.679 g
2459166.45287 2020-11-12.9501039 bo 1.47 15.130 12.794 0.026 27.686 0.649 g
2459166.45410 2020-11-12.9513260 bo 1.48 15.219 12.801 0.024 27.514 0.599 g
2459167.51517 2020-11-14.0124263 bG 1.54 15.599 13.263 0.026 17.979 0.421 g
2459167.51646 2020-11-14.0137206 bG 1.52 15.586 13.212 0.025 18.833 0.427 g
2459167.51776 2020-11-14.0150185 bG 1.45 15.429 13.190 0.028 19.235 0.491 g
2459168.72699 2020-11-15.2242795 bk 1.47 15.686 13.318 0.025 17.085 0.388 g
